CandidateID,Firstme,Lastme,Gender,RequisitionID,ApplicationDate,Source,CurrentStage,JobID,DepartmentID,JobTitle,JobLevel,Recruiter,InterviewScore,OfferAccepted,DaysToFill
506019,Kennedy,Valeawin,Female,701414,2025-08-17,Agency,Interview,38,11,Legal Alyst,2,D. Patel,2,,
506020,Nolan,Crossleywell,Male,700363,2024-01-23,Referral,Applied,16,5,Fincial Alyst,2,S. Lee,,,
506021,River,Reedleyham,Female,701971,2024-04-24,LinkedIn,Fil Interview,12,3,Director of Product,6,J. Watson,3.7,,
506022,Kayla,Wrenellwell,Female,701307,2024-10-07,Indeed,Interview,12,3,Director of Product,6,A. Carter,4.1,,
506023,Blake,Calderward,Male,700844,2025-02-05,Agency,Fil Interview,18,5,Fince Mager,4,T. Nguyen,4.9,,
506024,Paul,Blackicroft,Male,700036,2024-08-23,LinkedIn,Interview,12,3,Director of Product,6,M. Davis,3.5,,
506025,Robert,Northonworth,Male,700820,2025-02-27,Referral,Rejected,17,5,Senior Fincial Alyst,3,J. Watson,2.1,,
506026,omi,Brightelby,Female,701919,2026-02-18,LinkedIn,Interview,12,3,Director of Product,6,R. Thomas,4.4,,
506027,Brian,Coletonstead,Female,702099,2025-02-28,Interl,Phone Screen,16,5,Fincial Alyst,2,J. Watson,,,
506028,Maya,Oakuden,Female,701907,2024-11-10,Interl,Rejected,35,10,Customer Support Representative,1,R. Thomas,4.8,,
506029,Carlos,Dunorstone,Male,701783,2024-10-04,Career Site,Interview,35,10,Customer Support Representative,1,K. Brown,4.3,,
506030,Emma,Caldwashire,Female,700419,2025-07-08,LinkedIn,Hired,12,3,Director of Product,6,A. Carter,2.7,Yes,87
506031,Rachel,Blakearwood,Non-Biry,702001,2025-08-14,LinkedIn,Applied,13,4,IT Support Specialist,1,T. Nguyen,,,
506032,Casey,Hawkenmere,Male,700105,2024-08-26,LinkedIn,Applied,39,11,Corporate Counsel,4,M. Davis,,,
506033,Sofia,Raineford,Female,700024,2025-06-09,Indeed,Applied,18,5,Fince Mager,4,J. Watson,,,
506034,Jackson,Oakecroft,Male,701352,2024-09-05,LinkedIn,Rejected,13,4,IT Support Specialist,1,K. Brown,2.6,,
506035,Carla,Wrenuwin,Female,701122,2024-09-07,Referral,Phone Screen,29,8,Account Executive,2,T. Nguyen,,,
506036,Sage,Oakarridge,Male,700752,2024-12-22,Interl,Offer Extended,20,6,HR Coorditor,1,R. Thomas,3.9,Pending,65
506037,Jackson,Glenenstrom,Male,700446,2025-08-06,Career Site,Rejected,19,5,Director of Fince,6,K. Brown,2.3,,
506038,Gabriella,Riveranstone,Female,702059,2025-04-24,Indeed,Interview,10,3,Product Mager,3,T. Nguyen,4.8,,
506039,Wesley,Willwin,Male,702786,2024-06-29,Agency,Interview,33,9,Operations Mager,4,T. Nguyen,2,,
506040,Emerson,Burnerson,Male,700248,2025-09-02,Interl,Offer Extended,11,3,Senior Product Mager,4,S. Lee,4.2,Pending,45
506041,Isaac,Brookinton,Male,701537,2025-08-12,Referral,Hired,10,3,Product Mager,3,A. Carter,4.1,Yes,81
506042,Clara,Kingiwood,Female,702361,2025-05-09,Referral,Phone Screen,38,11,Legal Alyst,2,D. Patel,,,
506043,Emerson,Hallerthorne,Male,701777,2025-12-17,Campus,Rejected,22,6,HR Business Partner,3,D. Patel,5,,
506044,Thomas,Coleonwall,Male,702077,2025-10-07,Agency,Interview,37,10,Director of Customer Support,5,S. Lee,4.7,,
506045,Benjamin,Hayelcroft,Male,702480,2026-01-25,LinkedIn,Rejected,26,7,Digital Marketing Mager,3,K. Brown,4,,
506046,Christian,Riverelridge,Male,700794,2026-01-04,Indeed,Interview,36,10,Customer Support Mager,3,J. Watson,3.7,,
506047,Madison,Benningwell,Non-Biry,702541,2025-10-10,Indeed,Interview,24,6,Director of HR,6,A. Carter,4.4,,
506048,Jasmine,Halltonley,Non-Biry,700230,2024-07-21,LinkedIn,Offer Extended,29,8,Account Executive,2,A. Carter,3,No,59
506049,River,Wrenoson,Male,702268,2024-01-21,Career Site,Rejected,2,1,Chief Operating Officer,9,K. Brown,3.8,,
506050,Alice,Glentonberg,Female,700765,2025-01-02,Indeed,Interview,16,5,Fincial Alyst,2,T. Nguyen,4.9,,
506051,Madeline,Westettmore,Female,701914,2024-03-16,LinkedIn,Offer Extended,37,10,Director of Customer Support,5,J. Watson,3.8,Pending,67
506052,Savanh,Benninmore,Female,700332,2024-05-14,LinkedIn,Fil Interview,8,2,Director of Engineering,6,D. Patel,3.3,,
506053,Brooklyn,Crosslinmere,Female,700142,2024-10-27,LinkedIn,Interview,36,10,Customer Support Mager,3,D. Patel,3.2,,
506054,Rachel,Stormowall,Female,701645,2024-09-03,Indeed,Interview,30,8,Sales Mager,4,K. Brown,4.3,,
506055,Alex,Winterorwall,Female,702459,2024-03-23,Career Site,Offer Extended,11,3,Senior Product Mager,4,M. Davis,4.1,Pending,23
506056,Sage,Hawkohart,Female,702240,2025-08-30,LinkedIn,Phone Screen,24,6,Director of HR,6,D. Patel,,,
506057,Marcus,Wrenonridge,Male,700259,2026-01-11,Career Site,Interview,15,4,IT Mager,4,T. Nguyen,5,,
506058,Cole,Wrenonridge,Male,701976,2025-07-03,LinkedIn,Hired,4,2,Software Engineer I,1,A. Carter,4.4,Yes,67
506059,River,Grantward,Female,700460,2025-02-18,Career Site,Applied,37,10,Director of Customer Support,5,S. Lee,,,
506060,Jasmine,Monobry,Female,702264,2026-01-06,LinkedIn,Applied,33,9,Operations Mager,4,A. Carter,,,
506061,Parker,Darnushire,Non-Biry,701565,2025-07-24,LinkedIn,Interview,32,9,Operations Alyst,2,K. Brown,2.2,,
506062,Lucy,Monistead,Female,701138,2024-12-12,LinkedIn,Interview,36,10,Customer Support Mager,3,T. Nguyen,3.2,,
506063,Roman,Brookwellham,Male,700863,2025-02-13,LinkedIn,Applied,24,6,Director of HR,6,T. Nguyen,,,
506064,Christian,Autumnolin,Male,701684,2025-09-25,Agency,Applied,38,11,Legal Alyst,2,D. Patel,,,
506065,Jack,Oakellwell,Male,702263,2024-08-31,Referral,Phone Screen,11,3,Senior Product Mager,4,J. Watson,,,
506066,Emerson,Bellettbry,Female,701916,2025-05-20,Interl,Fil Interview,14,4,Systems Administrator,2,A. Carter,3.7,,
506067,Ele,Rowettsen,Female,702492,2024-02-10,Indeed,Interview,34,9,Director of Operations,6,R. Thomas,3.4,,
506068,Dia,Deloshire,Female,702471,2025-07-05,Referral,Applied,3,1,Vice President,8,K. Brown,,,
506069,Scarlett,Stoneley,Female,700585,2025-12-12,Referral,Fil Interview,32,9,Operations Alyst,2,A. Carter,3.2,,
506070,Elia,Riveranshire,Female,701170,2026-01-26,Campus,Rejected,4,2,Software Engineer I,1,J. Watson,3.4,,
506071,Nicholas,Rairbrook,Male,702423,2025-10-25,LinkedIn,Fil Interview,30,8,Sales Mager,4,M. Davis,4.3,,
506072,Drew,Crossellin,Male,702304,2025-09-16,LinkedIn,Rejected,9,3,Product Alyst,2,S. Lee,4,,
506073,Jordan,Oakellwell,Female,702076,2024-01-27,Indeed,Applied,15,4,IT Mager,4,K. Brown,,,
506074,Landon,Kendingson,Male,701658,2025-08-12,Referral,Applied,34,9,Director of Operations,6,K. Brown,,,
506075,Elijah,Northenmore,Male,700285,2024-05-29,Indeed,Interview,25,7,Marketing Specialist,1,M. Davis,3.7,,
506076,Mia,Hallellmore,Female,700534,2025-03-16,Indeed,Interview,22,6,HR Business Partner,3,D. Patel,2.6,,
506077,Julia,Whitinbrook,Female,700659,2026-01-22,Interl,Rejected,7,2,Engineering Mager,4,J. Watson,2.6,,
506078,Marcus,Fordingwood,Male,701892,2024-05-06,Indeed,Rejected,11,3,Senior Product Mager,4,S. Lee,2.3,,
506079,Cole,Parkenwall,Male,701459,2025-04-29,Career Site,Phone Screen,40,11,General Counsel,8,A. Carter,,,
506080,Alan,Fordingwood,Non-Biry,701505,2025-01-02,Indeed,Rejected,18,5,Fince Mager,4,M. Davis,3.5,,
506081,Harper,Finonmere,Female,702426,2025-08-23,LinkedIn,Phone Screen,1,1,Chief Executive Officer,10,J. Watson,,,
506082,Layla,Hallerward,Female,702719,2024-08-15,LinkedIn,Interview,23,6,HR Mager,4,J. Watson,4.9,,
506083,Kai,Bariridge,Male,701536,2024-03-16,Indeed,Applied,10,3,Product Mager,3,M. Davis,,,
506084,Charlie,Ashawood,Male,701557,2024-04-28,Indeed,Phone Screen,15,4,IT Mager,4,K. Brown,,,
506085,Jade,Wrenton,Female,702611,2026-01-11,Career Site,Withdrawn,25,7,Marketing Specialist,1,A. Carter,,,
506086,Emma,Cranwellmore,Female,700567,2024-09-15,Networking Event,Fil Interview,36,10,Customer Support Mager,3,T. Nguyen,2.7,,
506087,Valenti,Foxlinhart,Female,701275,2025-11-16,Referral,Hired,4,2,Software Engineer I,1,M. Davis,4.2,Yes,32
506088,Blair,Barstrom,Female,700660,2026-02-13,LinkedIn,Phone Screen,32,9,Operations Alyst,2,R. Thomas,,,
506089,Autumn,Sandencrest,Female,701993,2024-05-17,LinkedIn,Rejected,12,3,Director of Product,6,J. Watson,4.6,,
506090,Blair,Valeacrest,Male,701469,2024-05-12,Indeed,Applied,7,2,Engineering Mager,4,A. Carter,,,
506091,Benjamin,Blackorton,Male,700971,2025-12-04,Career Site,Interview,33,9,Operations Mager,4,M. Davis,2.7,,
506092,Theodore,Chandingden,Male,702364,2025-03-19,Career Site,Phone Screen,22,6,HR Business Partner,3,A. Carter,,,
506093,Rowan,Wolflinstone,Male,701217,2024-09-24,Referral,Applied,38,11,Legal Alyst,2,A. Carter,,,
506094,Destiny,Burningquist,Female,701769,2025-08-16,Indeed,Offer Extended,31,8,Director of Sales,6,J. Watson,4.1,Pending,30
506095,Liam,Grayarham,Male,701154,2024-05-23,LinkedIn,Fil Interview,24,6,Director of HR,6,M. Davis,3.3,,
506096,Claire,Emenfield,Female,700895,2024-02-03,Indeed,Applied,26,7,Digital Marketing Mager,3,K. Brown,,,
506097,Olivia,Blandinman,Female,702555,2024-08-04,Agency,Phone Screen,29,8,Account Executive,2,K. Brown,,,
506098,Paige,Brightenby,Female,700402,2024-12-08,Indeed,Fil Interview,10,3,Product Mager,3,K. Brown,2.9,,
506099,Phoenix,Silverumere,Female,700661,2025-09-03,LinkedIn,Phone Screen,9,3,Product Alyst,2,T. Nguyen,,,
506100,Theodore,Summerbrook,Male,701610,2025-01-20,Interl,Applied,20,6,HR Coorditor,1,K. Brown,,,
506101,Jade,Kendanshire,Female,702078,2025-09-22,Referral,Phone Screen,23,6,HR Mager,4,K. Brown,,,
506102,Nicole,Lakeelquist,Female,700682,2025-06-26,LinkedIn,Applied,22,6,HR Business Partner,3,A. Carter,,,
506103,Brandon,Autumneridge,Male,702135,2025-12-04,Campus,Withdrawn,27,7,Marketing Director,5,A. Carter,,,
506104,Allison,Ellefield,Female,700014,2024-01-21,Career Site,Hired,25,7,Marketing Specialist,1,J. Watson,4.7,Yes,62
506105,Kayla,Camlinby,Female,701060,2024-05-14,Career Site,Applied,17,5,Senior Fincial Alyst,3,K. Brown,,,
506106,Nicole,Pineelthorne,Female,702247,2025-01-04,Networking Event,Applied,19,5,Director of Fince,6,R. Thomas,,,
506107,Liam,Monsonwell,Male,701645,2025-07-25,Campus,Applied,30,8,Sales Mager,4,K. Brown,,,
506108,Jordan,Presinshire,Male,701691,2024-02-24,Referral,Withdrawn,19,5,Director of Fince,6,A. Carter,,,
506109,Jennifer,Dalettlin,Female,702069,2025-07-11,Indeed,Rejected,1,1,Chief Executive Officer,10,D. Patel,4.5,,
506110,Kendall,Wardiwin,Male,700894,2026-01-25,Referral,Hired,37,10,Director of Customer Support,5,J. Watson,4.7,Yes,21
506111,Asher,Kingfield,Male,700875,2024-04-05,Interl,Hired,33,9,Operations Mager,4,D. Patel,2.1,Yes,24
506112,Dominic,Norarman,Male,700970,2024-08-26,Agency,Interview,35,10,Customer Support Representative,1,J. Watson,3.5,,
506113,Parker,Chandsonsen,Male,701795,2025-01-30,Indeed,Rejected,24,6,Director of HR,6,R. Thomas,2.6,,
506114,Lucas,Elluwell,Male,701702,2025-02-24,LinkedIn,Applied,31,8,Director of Sales,6,R. Thomas,,,
506115,Delilah,Hallardale,Female,700534,2026-01-04,Networking Event,Rejected,22,6,HR Business Partner,3,D. Patel,2.4,,
506116,Christopher,Swanonland,Male,701481,2024-01-01,Referral,Interview,35,10,Customer Support Representative,1,A. Carter,3.9,,
506117,Jeremiah,Whitinbrook,Male,700700,2025-06-29,Career Site,Hired,13,4,IT Support Specialist,1,K. Brown,4,Yes,27
506118,Alexander,Crossumont,Male,700803,2025-07-23,Indeed,Fil Interview,18,5,Fince Mager,4,K. Brown,2.9,,
506119,Aubrey,Sandanstead,Female,701376,2024-01-07,Campus,Applied,20,6,HR Coorditor,1,M. Davis,,,
506120,Henry,Reedanstrom,Male,701440,2024-06-18,LinkedIn,Interview,23,6,HR Mager,4,A. Carter,4.7,,
506121,Addison,Hallwall,Female,700400,2025-10-16,Indeed,Offer Extended,30,8,Sales Mager,4,T. Nguyen,3.8,No,57
506122,Ashley,Wreningmont,Female,700414,2025-09-22,Referral,Interview,30,8,Sales Mager,4,M. Davis,2.9,,
506123,Kai,Yorkandale,Female,701935,2025-06-16,Career Site,Offer Extended,11,3,Senior Product Mager,4,D. Patel,2.7,Pending,23
506124,Harley,Rainelwall,Female,700833,2024-05-17,LinkedIn,Hired,32,9,Operations Alyst,2,S. Lee,4.6,Yes,16
506125,Taylor,Chandocott,Female,701236,2024-06-05,Indeed,Hired,3,1,Vice President,8,R. Thomas,2.6,Yes,72
506126,Jacob,Eastonberg,Male,702231,2024-05-12,Campus,Phone Screen,3,1,Vice President,8,M. Davis,,,
506127,Nora,Crowtonward,Female,700834,2024-09-08,Interl,Hired,38,11,Legal Alyst,2,D. Patel,3.2,Yes,65
506128,Eleanor,Rainmont,Female,700395,2024-11-28,Interl,Applied,23,6,HR Mager,4,D. Patel,,,
506129,Hayden,Hollellberg,Male,702453,2024-03-09,LinkedIn,Rejected,24,6,Director of HR,6,R. Thomas,3.3,,
506130,Aaron,Monuden,Male,701581,2024-05-08,Referral,Hired,36,10,Customer Support Mager,3,R. Thomas,2.2,Yes,64
506131,Clara,Summerarberg,Female,701974,2025-05-24,Referral,Applied,1,1,Chief Executive Officer,10,J. Watson,,,
506132,Leah,Windettby,Female,701175,2025-02-09,Career Site,Phone Screen,29,8,Account Executive,2,J. Watson,,,
506133,Sage,Darnenstone,Female,700997,2025-08-07,Career Site,Phone Screen,36,10,Customer Support Mager,3,A. Carter,,,
506134,Rebecca,Benninmore,Female,702264,2026-01-21,Career Site,Applied,33,9,Operations Mager,4,A. Carter,,,
506135,Jacob,Winteraford,Male,701599,2026-01-24,Career Site,Applied,8,2,Director of Engineering,6,M. Davis,,,
506136,Grant,Faireridge,Male,700657,2024-06-12,Referral,Interview,12,3,Director of Product,6,J. Watson,2.1,,
506137,Sofia,Kinganwall,Female,702757,2024-05-13,Agency,Phone Screen,13,4,IT Support Specialist,1,R. Thomas,,,
506138,Jamie,Caredale,Male,702693,2025-11-13,Campus,Applied,35,10,Customer Support Representative,1,M. Davis,,,
506139,Ariel,Crowonman,Male,702768,2025-02-01,Career Site,Interview,2,1,Chief Operating Officer,9,M. Davis,4.9,,
506140,Carlos,Blakewall,Male,700181,2024-03-10,LinkedIn,Rejected,32,9,Operations Alyst,2,J. Watson,2.1,,
506141,Paul,Crossellham,Male,700796,2024-06-22,LinkedIn,Hired,27,7,Marketing Director,5,J. Watson,4.4,Yes,84
506142,Jamie,Moncrest,Male,700041,2025-08-25,LinkedIn,Interview,18,5,Fince Mager,4,K. Brown,3.6,,
506143,Luis,Thorquist,Male,701544,2025-12-30,Agency,Offer Extended,37,10,Director of Customer Support,5,K. Brown,2.2,No,17
506144,Austin,Cambrook,Male,702032,2024-09-15,LinkedIn,Rejected,36,10,Customer Support Mager,3,J. Watson,4.6,,
506145,Julia,Rockleyberg,Female,701953,2024-04-29,LinkedIn,Offer Extended,24,6,Director of HR,6,M. Davis,3.2,Pending,16
506146,Asher,Norunson,Male,701745,2025-02-22,Referral,Applied,1,1,Chief Executive Officer,10,T. Nguyen,,,
506147,Thomas,Rosearstone,Male,700327,2024-02-08,Referral,Applied,11,3,Senior Product Mager,4,R. Thomas,,,
506148,Aiden,Stormistead,Male,700438,2025-10-19,Referral,Interview,20,6,HR Coorditor,1,R. Thomas,4.9,,
506149,Elizabeth,Crossanberg,Female,701765,2024-04-27,Referral,Fil Interview,39,11,Corporate Counsel,4,T. Nguyen,2.5,,
506150,Charles,Caldwcott,Male,702597,2025-07-19,Career Site,Phone Screen,28,8,Sales Development Representative,1,S. Lee,,,
506151,Colin,Hollanstead,Male,702752,2024-02-28,LinkedIn,Fil Interview,28,8,Sales Development Representative,1,S. Lee,2,,
506152,Eli,Perryorridge,Male,701465,2025-02-01,Networking Event,Hired,35,10,Customer Support Representative,1,R. Thomas,5,Yes,61
506153,Xavier,Fieldonby,Male,702351,2025-09-22,Agency,Interview,30,8,Sales Mager,4,M. Davis,3.2,,
506154,Jessica,Northiwell,Female,700332,2025-12-27,Indeed,Interview,8,2,Director of Engineering,6,D. Patel,3.4,,
506155,than,Norquist,Male,700873,2025-05-22,LinkedIn,Applied,33,9,Operations Mager,4,R. Thomas,,,
506156,Brian,Beckonstone,Non-Biry,700147,2025-06-29,Interl,Applied,13,4,IT Support Specialist,1,M. Davis,,,
506157,Avery,Darnenmere,Male,701961,2025-10-22,LinkedIn,Hired,31,8,Director of Sales,6,J. Watson,4.6,Yes,81
506158,Alexa,Norlinway,Female,700333,2024-02-05,Career Site,Hired,8,2,Director of Engineering,6,A. Carter,3.9,Yes,36
506159,Evelyn,Monway,Female,702165,2025-09-25,LinkedIn,Interview,10,3,Product Mager,3,M. Davis,2.1,,
506160,Elizabeth,Radmont,Female,701532,2025-03-12,Indeed,Withdrawn,6,2,Senior Software Engineer,3,R. Thomas,,,
506161,Grant,Fordinbrook,Male,701453,2025-04-08,Indeed,Fil Interview,2,1,Chief Operating Officer,9,T. Nguyen,2.5,,
506162,Paige,Dunlinfield,Female,700503,2025-12-13,LinkedIn,Fil Interview,5,2,Software Engineer II,2,R. Thomas,3.5,,
506163,James,Bennerthorne,Male,701650,2025-07-08,Indeed,Applied,10,3,Product Mager,3,M. Davis,,,
506164,Phoenix,Brightelsen,Male,700063,2025-01-16,Interl,Phone Screen,26,7,Digital Marketing Mager,3,J. Watson,,,
506165,Drew,Cranenworth,Female,701619,2025-06-24,Indeed,Fil Interview,40,11,General Counsel,8,T. Nguyen,2.4,,
506166,Delilah,Ellenridge,Female,701517,2025-05-04,Referral,Offer Extended,8,2,Director of Engineering,6,K. Brown,3.1,Pending,50
506167,Victor,Hayiland,Male,701588,2025-03-11,LinkedIn,Interview,15,4,IT Mager,4,R. Thomas,3.3,,
506168,Oliver,Fieldorcrest,Male,702781,2025-10-09,Networking Event,Interview,12,3,Director of Product,6,M. Davis,4.7,,
506169,Anthony,Barinshire,Male,702404,2026-01-12,Campus,Applied,40,11,General Counsel,8,R. Thomas,,,
506170,Eli,Brooktonby,Male,702333,2025-07-30,Referral,Rejected,32,9,Operations Alyst,2,K. Brown,2,,
506171,Casey,Lakeorstone,Male,702157,2024-10-08,Networking Event,Phone Screen,15,4,IT Mager,4,M. Davis,,,
506172,Kai,Valeenwall,Male,700310,2025-07-04,Indeed,Interview,9,3,Product Alyst,2,T. Nguyen,4.4,,
506173,Benjamin,Valeustead,Male,702570,2024-02-27,Indeed,Offer Extended,30,8,Sales Mager,4,D. Patel,2.5,Pending,36
506174,Ashley,Stoneermere,Female,701084,2024-10-02,LinkedIn,Phone Screen,25,7,Marketing Specialist,1,T. Nguyen,,,
506175,Jamie,Winterarwall,Non-Biry,701562,2024-06-23,Career Site,Phone Screen,22,6,HR Business Partner,3,J. Watson,,,
506176,Taylor,Preselman,Female,700306,2025-02-01,Career Site,Phone Screen,12,3,Director of Product,6,S. Lee,,,
506177,Kai,Granttonland,Male,700681,2025-11-27,Career Site,Hired,7,2,Engineering Mager,4,R. Thomas,2.4,Yes,84
506178,Charlotte,Blakeormond,Female,701437,2025-11-10,Referral,Interview,33,9,Operations Mager,4,M. Davis,3.3,,
506179,Elizabeth,Crossershire,Female,702045,2025-03-18,LinkedIn,Interview,37,10,Director of Customer Support,5,A. Carter,2.5,,
506180,Aubrey,Crowlinbry,Female,702708,2025-02-24,LinkedIn,Applied,24,6,Director of HR,6,J. Watson,,,
506181,Kendall,Crowellcott,Male,701148,2025-04-04,Networking Event,Rejected,34,9,Director of Operations,6,S. Lee,4.4,,
506182,Benjamin,Radellmond,Male,700261,2024-06-28,Referral,Phone Screen,11,3,Senior Product Mager,4,R. Thomas,,,
506183,Logan,Reedlinman,Female,702327,2024-04-16,LinkedIn,Interview,10,3,Product Mager,3,M. Davis,2.8,,
506184,Theodore,Fairelberg,Male,701975,2025-12-03,Indeed,Phone Screen,20,6,HR Coorditor,1,M. Davis,,,
506185,Cole,Sanduncroft,Male,700156,2024-09-09,Campus,Rejected,5,2,Software Engineer II,2,J. Watson,4.6,,
506186,Aisha,Parkenwall,Female,700304,2025-12-13,Interl,Interview,11,3,Senior Product Mager,4,D. Patel,3.2,,
506187,Maya,Windlinwall,Female,700048,2025-01-31,Referral,Interview,34,9,Director of Operations,6,R. Thomas,4.8,,
506188,Casey,Radenland,Female,700193,2024-10-08,Interl,Hired,2,1,Chief Operating Officer,9,S. Lee,2.8,Yes,19
506189,Jamie,Fieldoford,Female,700133,2026-01-13,LinkedIn,Phone Screen,1,1,Chief Executive Officer,10,T. Nguyen,,,
506190,Zoe,Bellanstead,Female,701756,2026-01-11,Campus,Applied,19,5,Director of Fince,6,T. Nguyen,,,
506191,Eleanor,Summermond,Female,701888,2025-11-27,Campus,Applied,24,6,Director of HR,6,J. Watson,,,
506192,Jessica,Fordunbry,Female,702081,2024-01-24,Networking Event,Hired,26,7,Digital Marketing Mager,3,J. Watson,2.3,Yes,25
506193,Chloe,Bellway,Female,702091,2025-09-05,Networking Event,Fil Interview,16,5,Fincial Alyst,2,M. Davis,4.7,,
506194,Jessica,Wardinridge,Female,702152,2024-11-09,LinkedIn,Interview,30,8,Sales Mager,4,R. Thomas,3.2,,
506195,Jordan,Norelman,Male,702292,2025-11-07,LinkedIn,Applied,8,2,Director of Engineering,6,D. Patel,,,
506196,Colin,Hartemore,Male,700455,2024-07-31,Networking Event,Hired,12,3,Director of Product,6,R. Thomas,3,Yes,55
506197,Mia,Bellman,Female,700495,2025-02-08,Interl,Offer Extended,7,2,Engineering Mager,4,J. Watson,3.1,Pending,56
506198,Leo,Halldale,Male,700123,2024-12-14,Campus,Rejected,12,3,Director of Product,6,D. Patel,4.2,,
506199,Ella,Fairingham,Female,701270,2025-06-08,Agency,Applied,19,5,Director of Fince,6,R. Thomas,,,
506200,Lucy,Chandesen,Female,700227,2024-11-15,Referral,Hired,3,1,Vice President,8,T. Nguyen,4.1,Yes,52
506201,Dakota,Preslinman,Female,701637,2025-01-31,Agency,Fil Interview,21,6,HR Generalist,2,M. Davis,4.8,,
506202,Emily,Delanwin,Female,700632,2025-07-11,Campus,Interview,40,11,General Counsel,8,R. Thomas,2.8,,
506203,Hazel,Torrettwell,Female,701962,2025-08-22,LinkedIn,Applied,10,3,Product Mager,3,K. Brown,,,
506204,Noah,Winterwin,Male,701890,2025-01-20,Indeed,Hired,40,11,General Counsel,8,D. Patel,2.7,Yes,77
506205,Bella,Bennfield,Female,701544,2024-06-21,Interl,Withdrawn,37,10,Director of Customer Support,5,K. Brown,,,
506206,Roman,Barettsen,Male,701864,2025-02-19,Campus,Applied,14,4,Systems Administrator,2,M. Davis,,,
506207,Seth,Halleywin,Male,700206,2024-06-11,Agency,Offer Extended,23,6,HR Mager,4,M. Davis,3.4,No,59
506208,Brian,Monorbry,Female,701567,2025-08-17,Career Site,Applied,3,1,Vice President,8,M. Davis,,,
506209,Sarah,Summeruford,Female,702329,2025-02-11,Interl,Applied,35,10,Customer Support Representative,1,R. Thomas,,,
506210,Andrew,Rainworth,Male,701271,2025-11-22,Indeed,Applied,32,9,Operations Alyst,2,J. Watson,,,
506211,Aiden,Rosesonfield,Male,702567,2024-02-10,Networking Event,Fil Interview,29,8,Account Executive,2,K. Brown,2.4,,
506212,Morgan,Crossinridge,Female,700409,2024-10-09,Career Site,Applied,31,8,Director of Sales,6,T. Nguyen,,,
506213,Landon,Windleycott,Male,701065,2025-10-03,Career Site,Rejected,23,6,HR Mager,4,S. Lee,2.9,,
506214,Angela,Millsonbrook,Female,702724,2025-01-29,LinkedIn,Phone Screen,6,2,Senior Software Engineer,3,T. Nguyen,,,
506215,Dakota,Barestead,Female,701615,2024-04-28,Career Site,Fil Interview,28,8,Sales Development Representative,1,T. Nguyen,4.2,,
506216,Gabriel,Darnushire,Male,701705,2025-04-04,Career Site,Applied,9,3,Product Alyst,2,R. Thomas,,,
506217,Ethan,Millstead,Male,702372,2025-01-28,LinkedIn,Fil Interview,36,10,Customer Support Mager,3,A. Carter,4.9,,
506218,Sawyer,Kingenbry,Male,702609,2025-07-18,Agency,Phone Screen,3,1,Vice President,8,T. Nguyen,,,
506219,Zoe,Barettsen,Female,700214,2024-10-19,Campus,Rejected,19,5,Director of Fince,6,D. Patel,4.7,,
506220,Jack,Hawkaridge,Male,702740,2026-02-10,Indeed,Applied,4,2,Software Engineer I,1,S. Lee,,,
506221,Ariel,Wrenerwin,Female,700435,2025-02-09,Indeed,Phone Screen,27,7,Marketing Director,5,M. Davis,,,
506222,Lane,Carettden,Female,702480,2025-05-08,LinkedIn,Hired,26,7,Digital Marketing Mager,3,K. Brown,4.4,Yes,62
506223,Ava,Lakeerman,Female,701442,2024-03-06,Career Site,Applied,35,10,Customer Support Representative,1,S. Lee,,,
506224,Ele,Hartsonmond,Female,701443,2024-01-12,Indeed,Phone Screen,35,10,Customer Support Representative,1,D. Patel,,,
506225,Jeremiah,Longsoncroft,Male,701490,2025-08-14,LinkedIn,Rejected,13,4,IT Support Specialist,1,A. Carter,4,,
506226,Cameron,Hartoden,Female,701357,2024-10-26,LinkedIn,Rejected,7,2,Engineering Mager,4,K. Brown,2.5,,
506227,Dylan,Crowsonby,Male,700302,2025-12-03,Agency,Phone Screen,1,1,Chief Executive Officer,10,K. Brown,,,
506228,Benjamin,Crossunway,Male,701584,2026-01-22,Agency,Phone Screen,8,2,Director of Engineering,6,D. Patel,,,
506229,Jackson,Crossellham,Non-Biry,701321,2024-01-29,LinkedIn,Phone Screen,16,5,Fincial Alyst,2,D. Patel,,,
506230,Adrian,Delwellward,Male,702167,2025-11-15,Campus,Rejected,15,4,IT Mager,4,K. Brown,4.2,,
506231,Destiny,Langwellcott,Female,700723,2024-03-18,LinkedIn,Hired,24,6,Director of HR,6,K. Brown,2.6,Yes,48
506232,Asher,Ellham,Male,701978,2025-10-02,Interl,Hired,19,5,Director of Fince,6,S. Lee,4.8,Yes,27
506233,Dakota,Burninford,Male,700050,2025-04-24,Indeed,Interview,6,2,Senior Software Engineer,3,K. Brown,4.3,,
506234,Julia,Camunshire,Female,701376,2024-09-07,Agency,Applied,20,6,HR Coorditor,1,M. Davis,,,
506235,Casey,Foxberg,Male,700872,2025-07-04,Networking Event,Hired,29,8,Account Executive,2,T. Nguyen,3.2,Yes,69
506236,Clara,Hayeson,Female,700267,2024-08-01,Referral,Fil Interview,30,8,Sales Mager,4,J. Watson,2.3,,
506237,Jack,Kenduden,Male,701252,2025-03-17,Career Site,Hired,5,2,Software Engineer II,2,A. Carter,2.9,Yes,16
506238,Felix,Brightelby,Male,702017,2024-09-27,Indeed,Interview,2,1,Chief Operating Officer,9,R. Thomas,4.6,,
